name,latitude,longitude,geometry,Bundesland,Regierungsbezirk,Kreis,Typ
Die Schönmacher Camping GmbH,52.8109507,13.5017996,POINT (13.5017996 52.8109507),Brandenburg,Brandenburg,Oberhavel,Landkreise
"Camping ""Am Liepnitzsee""",52.7543892,13.5185198,POINT (13.5185198 52.7543892),Brandenburg,Brandenburg,Barnim,Landkreise
Campingplatz am Ruhlesee,52.8198404,13.5771972,POINT (13.5771972 52.8198404),Brandenburg,Brandenburg,Barnim,Landkreise
Verein der Campingfreunde Gorinsee e.V.,52.6865432,13.4758164,POINT (13.4758164 52.6865432),Brandenburg,Brandenburg,Barnim,Landkreise
Holiday Üdersee Camp,52.8570191,13.6659076,POINT (13.6659076 52.8570191),Brandenburg,Brandenburg,Barnim,Landkreise
Naturcamp e.V. Röddelin,53.09622270000001,13.433366,POINT (13.433366 53.09622270000001),Brandenburg,Brandenburg,Uckermark,Landkreise
Ahlimbsmühle - Stefanie Pietsch,53.0735322,13.6227205,POINT (13.6227205 53.0735322),Brandenburg,Brandenburg,Uckermark,Landkreise
DCC-Campingplatz Berlin-Gatow,52.4655722,13.16429,POINT (13.16429 52.4655722),Berlin,Berlin,Berlin,Kreisfreie Städte
Camping Parsteinsee,52.920547,14.027739,POINT (14.027739 52.920547),Brandenburg,Brandenburg,Barnim,Landkreise
Sport und FKK Verein Herzsprung e.V.,52.96871179999999,13.9823303,POINT (13.9823303 52.96871179999999),Brandenburg,Brandenburg,Uckermark,Landkreise
Campingplatz Wolletzsee,53.02187060000001,13.9444006,POINT (13.9444006 53.02187060000001),Brandenburg,Brandenburg,Uckermark,Landkreise
Marth,52.6759709,14.3992348,POINT (14.3992348 52.6759709),Brandenburg,Brandenburg,Märkisch-Oderland,Landkreise
Camping Flakensee in Berlin,52.4346633,13.7687951,POINT (13.7687951 52.4346633),Brandenburg,Brandenburg,Oder-Spree,Landkreise
Seminarhaus Uckermark Tara Zentrum GmbH,53.18756620000001,14.0675043,POINT (14.0675043 53.18756620000001),Brandenburg,Brandenburg,Uckermark,Landkreise
Country Camping Tiefensee Voss E. K.,52.6799,13.85052,POINT (13.85052 52.6799),Brandenburg,Brandenburg,Barnim,Landkreise
Oderbruch Camp Zechin,52.60558,14.4548,POINT (14.4548 52.60558),Brandenburg,Brandenburg,Märkisch-Oderland,Landkreise
Triangle Tour Kroel,52.84085779999999,13.9009459,POINT (13.9009459 52.84085779999999),Brandenburg,Brandenburg,Barnim,Landkreise
Naturerlebnishof Uferloos,52.677082,14.4361972,POINT (14.4361972 52.677082),Brandenburg,Brandenburg,Märkisch-Oderland,Landkreise
Nordsee-Camp Norddeich GmbH,53.60423609999999,7.139346000000001,POINT (7.139346000000001 53.60423609999999),Niedersachsen,Weser-Ems,Aurich,Landkreise
Campingplatz am Nordseestrand,53.6804381,7.481093199999999,POINT (7.481093199999999 53.6804381),Niedersachsen,Weser-Ems,Aurich,Landkreise
Ferienpark am Bernsteinsee GmbH & Co. KG,53.325174,8.063279999999999,POINT (8.063279999999999 53.325174),Niedersachsen,Weser-Ems,Ammerland,Landkreise
Freizeitpark Am Emsdeich,53.174631,7.418786000000001,POINT (7.418786000000001 53.174631),Niedersachsen,Weser-Ems,Leer,Landkreise
Großes Meer,53.43082,7.294370000000001,POINT (7.294370000000001 53.43082),Niedersachsen,Weser-Ems,Aurich,Landkreise
Camping and cottage Ottermeer,53.4156928,7.710560999999998,POINT (7.710560999999998 53.4156928),Niedersachsen,Weser-Ems,Aurich,Landkreise
Camping-Tunxdorfer-Berge,53.0829349,7.315167,POINT (7.315167 53.0829349),Niedersachsen,Weser-Ems,Emsland,Landkreise
Campingpark Rabbensee,53.28655,8.0979,POINT (8.0979 53.28655),Niedersachsen,Weser-Ems,Ammerland,Landkreise
Campingplatz Oeltjen,53.2028581,8.0397445,POINT (8.0397445 53.2028581),Niedersachsen,Weser-Ems,Ammerland,Landkreise
Campingplatz Nordloh,53.18134999999999,7.774579999999998,POINT (7.774579999999998 53.18134999999999),Niedersachsen,Weser-Ems,Ammerland,Landkreise
Campingplatz am Flötenteich,53.1679292,8.2350504,POINT (8.2350504 53.1679292),Niedersachsen,Weser-Ems,Oldenburg Städte,Kreisfreie Städte
Hoepkens Hof und Campingplatz - ganzjährig,53.426453,8.298899000000002,POINT (8.298899000000002 53.426453),Niedersachsen,Weser-Ems,Wesermarsch,Landkreise
Treff am Deich,53.52105799999999,8.235274999999998,POINT (8.235274999999998 53.52105799999999),Niedersachsen,Weser-Ems,Wesermarsch,Landkreise
CampingClub Oberhammelwarden,53.2754555,8.4823844,POINT (8.4823844 53.2754555),Niedersachsen,Weser-Ems,Wesermarsch,Landkreise
Zeltplatz Harriersand,53.3339813,8.499308800000001,POINT (8.499308800000001 53.3339813),Niedersachsen,Luneburg,Osterholz,Landkreise
Campingplatz Altfunnixsiel,53.65478710000001,7.783562,POINT (7.783562 53.65478710000001),Niedersachsen,Weser-Ems,Wittmund,Landkreise
Ferienhof Eschen - Jan Eschen,53.60293849999999,7.568327499999998,POINT (7.568327499999998 53.60293849999999),Niedersachsen,Weser-Ems,Wittmund,Landkreise
Juliusplate,53.1967009,8.510874399999997,POINT (8.510874399999997 53.1967009),Niedersachsen,Weser-Ems,Wesermarsch,Landkreise
havenhostel Bremerhaven - Hotel und Tagung,53.5595009,8.56728,POINT (8.56728 53.5595009),Niedersachsen,Luneburg,Cuxhaven,Landkreise
Campingplatz Silbersee im hohen Norden bei Bremerhavenen,53.4928922,8.8083228,POINT (8.8083228 53.4928922),Niedersachsen,Luneburg,Cuxhaven,Landkreise
IQBAL-Hütte & IQ Balance,53.3951988,8.708360199999998,POINT (8.708360199999998 53.3951988),Niedersachsen,Luneburg,Cuxhaven,Landkreise
Camping Club Wesermarsch e.V.,53.4701852,8.4822831,POINT (8.4822831 53.4701852),Niedersachsen,Weser-Ems,Wesermarsch,Landkreise
BfFnL Bremen e.V.,53.2140476,8.658952,POINT (8.658952 53.2140476),Niedersachsen,Luneburg,Osterholz,Landkreise
Campingplatz Nordenham - An der Weser Sascha Schieffer,53.4727559,8.481438699999998,POINT (8.481438699999998 53.4727559),Niedersachsen,Weser-Ems,Wesermarsch,Landkreise
IQBAL Unternehmensgruppe GmbH,53.395426,8.709192999999999,POINT (8.709192999999999 53.395426),Niedersachsen,Luneburg,Cuxhaven,Landkreise
IQBAL Wohnmobilstell- & Campingplatz mit Flair (noch im Aufbau),53.39564060000001,8.709916600000001,POINT (8.709916600000001 53.39564060000001),Niedersachsen,Luneburg,Cuxhaven,Landkreise
"Campingpark Ferienhaus Hof Freitag Geestequelle, Rademacher C.",53.4760517,8.984927099999998,POINT (8.984927099999998 53.4760517),Niedersachsen,Luneburg,Rotenburg,Landkreise
Campingplatz Meyer,53.2663616,8.9208631,POINT (8.9208631 53.2663616),Niedersachsen,Luneburg,Osterholz,Landkreise
Hammehafen Worpswede,53.2281321,8.8883096,POINT (8.8883096 53.2281321),Niedersachsen,Luneburg,Osterholz,Landkreise
Animal Farm,53.38355,8.863268,POINT (8.863268 53.38355),Niedersachsen,Luneburg,Osterholz,Landkreise
Campingplatz Wilstedt,53.1878281,9.103842900000002,POINT (9.103842900000002 53.1878281),Niedersachsen,Luneburg,Rotenburg,Landkreise
Förderverein Silbersee e. V.,53.4927393,8.8097044,POINT (8.8097044 53.4927393),Niedersachsen,Luneburg,Cuxhaven,Landkreise
Campingplatz Heidehof,53.13115999999999,9.15858,POINT (9.15858 53.13115999999999),Niedersachsen,Luneburg,Verden,Landkreise
Campingpark Stürberg,53.1201124,9.2779456,POINT (9.2779456 53.1201124),Niedersachsen,Luneburg,Rotenburg,Landkreise
C. Kruse u. F.,53.1200408,9.278014,POINT (9.278014 53.1200408),Niedersachsen,Luneburg,Rotenburg,Landkreise
ElbeCamp Camping,53.56384000000001,9.766890000000002,POINT (9.766890000000002 53.56384000000001),Niedersachsen,Luneburg,Stade,Landkreise
Campingplatz Buchholz Hamburg,53.59007159999999,9.9314444,POINT (9.9314444 53.59007159999999),Hamburg,Hamburg,Hamburg Städte,Kreisfreie Städte
Mobilheimpark Aukamp,53.2068083,9.5560626,POINT (9.5560626 53.2068083),Niedersachsen,Luneburg,Rotenburg,Landkreise
Campingplatz Waidmannsruh,53.18376999999999,9.48708,POINT (9.48708 53.18376999999999),Niedersachsen,Luneburg,Rotenburg,Landkreise
FERIENZENTRUM HEIDENAU,53.30854009999999,9.620458099999995,POINT (9.620458099999995 53.30854009999999),Niedersachsen,Luneburg,Harburg,Landkreise
Campingplatz alte Löweninsel,53.201977,9.548277,POINT (9.548277 53.201977),Niedersachsen,Luneburg,Rotenburg,Landkreise
Campingplatz Sauensiek,53.38124,9.593810999999995,POINT (9.593810999999995 53.38124),Niedersachsen,Luneburg,Stade,Landkreise
Campingplatz Neßhof,53.54238340000001,9.6131773,POINT (9.6131773 53.54238340000001),Niedersachsen,Luneburg,Stade,Landkreise
Campingplatz Heinbockel,53.5795101,9.3299201,POINT (9.3299201 53.5795101),Niedersachsen,Luneburg,Stade,Landkreise
Wildpark Schwarze Berge,53.4422273,9.8856241,POINT (9.8856241 53.4422273),Niedersachsen,Luneburg,Harburg,Landkreise
KNAUS Campingpark Hamburg,53.65023999999999,9.928389999999998,POINT (9.928389999999998 53.65023999999999),Hamburg,Hamburg,Hamburg Städte,Kreisfreie Städte
Campingplatz Großensee,53.6121259,10.3441923,POINT (10.3441923 53.6121259),Schleswig-Holstein,Schleswig-Holstein,Stormarn,Landkreise
Camping Land an der Elbe bei Hamburg am Stover Strand,53.4282234,10.3011134,POINT (10.3011134 53.4282234),Niedersachsen,Luneburg,Harburg,Landkreise
Camping Stover beach International Hamburg,53.4237097,10.2956862,POINT (10.2956862 53.4237097),Niedersachsen,Luneburg,Harburg,Landkreise
Camping Lanzer See,53.4095972,10.5961741,POINT (10.5961741 53.4095972),Schleswig-Holstein,Schleswig-Holstein,Lauenburg,Landkreise
PIERDREI Hotel HafenCity Hamburg,53.5433909,9.9959627,POINT (9.9959627 53.5433909),Hamburg,Hamburg,Hamburg Städte,Kreisfreie Städte
MS Wohnmobilvermietung Hamburg,53.630064,9.9229552,POINT (9.9229552 53.630064),Hamburg,Hamburg,Hamburg Städte,Kreisfreie Städte
Campingplatz Forellensee,53.4619278,10.6294986,POINT (10.6294986 53.4619278),Schleswig-Holstein,Schleswig-Holstein,Lauenburg,Landkreise
Heidehof Radenbeck,53.2210246,10.6246658,POINT (10.6246658 53.2210246),Niedersachsen,Luneburg,Lüneburg,Landkreise
Böther campsite Elbstrand (Only years places),53.3659,10.54714,POINT (10.54714 53.3659),Niedersachsen,Luneburg,Lüneburg,Landkreise
"Campingplatz Badeinsel am Prüß-See ""Blaue Lagune""",53.526954,10.684643,POINT (10.684643 53.526954),Schleswig-Holstein,Schleswig-Holstein,Lauenburg,Landkreise
Campingplatz Flecken Artlenburg,53.3769222,10.4844079,POINT (10.4844079 53.3769222),Niedersachsen,Luneburg,Lüneburg,Landkreise
Campingplatz Bullerby und Wohnmobilplatz,53.3470854,10.5733224,POINT (10.5733224 53.3470854),Niedersachsen,Luneburg,Lüneburg,Landkreise
KNAUS Campingpark Bleckede,53.25967000000001,10.80515,POINT (10.80515 53.25967000000001),Niedersachsen,Luneburg,Lüneburg,Landkreise
Great Lake Lodge,53.6120921,10.3449023,POINT (10.3449023 53.6120921),Schleswig-Holstein,Schleswig-Holstein,Stormarn,Landkreise
Lindenspeicher,53.4359084,10.9351526,POINT (10.9351526 53.4359084),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust,Landkreise
Campingplatz Groß Zecher am Schaalsee,53.5969462,10.909558,POINT (10.909558 53.5969462),Schleswig-Holstein,Schleswig-Holstein,Lauenburg,Landkreise
Wasserwanderplatz u. Wohnmobilstellplatz,53.2631209,11.5425794,POINT (11.5425794 53.2631209),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust,Landkreise
Barracuda Beach Camping,53.392518,11.5815653,POINT (11.5815653 53.392518),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust,Landkreise
"Caravan Stellplatz & Hof-Café ""Am Wäldchen""",53.59267,11.69172,POINT (11.69172 53.59267),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Parchim,Landkreise
Ferienpark Seehof,53.6985498,11.44068,POINT (11.44068 53.6985498),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Nordwestmecklenburg,Landkreise
Sielaff & Sielaff GbR,53.19606,11.34047,POINT (11.34047 53.19606),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust,Landkreise
Feriendorf Muess,53.59980339999999,11.4778854,POINT (11.4778854 53.59980339999999),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Schwerin Städte,Kreisfreie Städte
"Herberge und Gaststätte ""Zur Ziegelscheune""",53.3006566,11.5647126,POINT (11.5647126 53.3006566),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust,Landkreise
"Campingplatz ""Süduferperle""",53.6037427,11.4981288,POINT (11.4981288 53.6037427),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Schwerin Städte,Kreisfreie Städte
"Camping ""Sietower Bay""",53.4325465,12.5811189,POINT (12.5811189 53.4325465),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise
Campingplatz am Goldberger See / Bistro / Ferienwohnung,53.605603,12.105384,POINT (12.105384 53.605603),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Parchim,Landkreise
Wald- und Seeblick Camp GmbH,53.4422202,12.3137085,POINT (12.3137085 53.4422202),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise
Campingoase Waldsee,53.5902347,12.2129185,POINT (12.2129185 53.5902347),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Parchim,Landkreise
Campsite Klein Pritz,53.64061379999999,11.9467772,POINT (11.9467772 53.64061379999999),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Parchim,Landkreise
Waldhof Bruchmühle Familie Schwahn,53.440504,12.391167,POINT (12.391167 53.440504),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise
Naturcamping Zwei Seen,53.44580389999999,12.3107319,POINT (12.3107319 53.44580389999999),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Parchim,Landkreise
Camping am Garder See GmbH,53.692114,12.061089,POINT (12.061089 53.692114),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Güstrow,Landkreise
"Campingplatz ""Pappelbucht""",53.3940018,12.6241084,POINT (12.6241084 53.3940018),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise
Camping am See,53.52298469999999,12.3184069,POINT (12.3184069 53.52298469999999),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise
Marina Wesenberg,53.2770315,12.9861564,POINT (12.9861564 53.2770315),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise
Pension Müritzwiese,53.4207969,12.5922571,POINT (12.5922571 53.4207969),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise
Camping Leppinsee - Haveltourist,53.3469174,12.8255447,POINT (12.8255447 53.3469174),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise
Camping Labussee,53.2000593,12.8935183,POINT (12.8935183 53.2000593),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise
Campingplatz Am Glambecksee,53.2522909,12.6262556,POINT (12.6262556 53.2522909),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise
Müritzsee - Buchholz bei Röbel,53.2764,12.64919,POINT (12.64919 53.2764),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise
Gaarzer Mühle,53.3198099,12.6981756,POINT (12.6981756 53.3198099),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise
Campingplatz Hirschberg,53.42767339999999,12.6136391,POINT (12.6136391 53.42767339999999),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise
Nature and Beach Camping Jabeler See,53.5204823,12.516918,POINT (12.516918 53.5204823),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise
"Camping ""Bolter Ufer"" C 15",53.37531059999999,12.7683724,POINT (12.7683724 53.37531059999999),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise
"Campingplatz ""Boek"" C16",53.39575199999999,12.7875576,POINT (12.7875576 53.39575199999999),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Müritz,Landkreise
Naturcampingplatz 'on Mössensee',53.2235561,12.8378332,POINT (12.8378332 53.2235561),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise
Nature camping at Ellbogensee,53.1928974,13.0370818,POINT (13.0370818 53.1928974),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise
Wohnmobilpark “Am Großen Priepertsee”,53.2201424,13.0417931,POINT (13.0417931 53.2201424),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise
Camping & Pension Havelperle (Inh. Waldlife Kontaktwerk24 UG),53.21544809999999,13.0345711,POINT (13.0345711 53.21544809999999),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise
Kanuverleih Kanufarm,53.24256099999999,12.952948,POINT (12.952948 53.24256099999999),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise
Campingpark am Weißensee - Haveltourist,53.2840923,12.9492602,POINT (12.9492602 53.2840923),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise
Kanuverleih und Imbiss am Tietzowsee,53.16272499999999,12.870043,POINT (12.870043 53.16272499999999),Brandenburg,Brandenburg,Ostprignitz-Ruppin,Landkreise
Wohnmobilstellplatz Wesenberg,53.27668,12.98681,POINT (12.98681 53.27668),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise
Camping-und Ferienpark Havelberge- Haveltourist,53.30874900000001,13.002705,POINT (13.002705 53.30874900000001),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise
Camping sun and nature lovers e.V.,53.21988750000001,12.8382369,POINT (12.8382369 53.21988750000001),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise
Feriendorf Drewensee,53.26033,13.03486,POINT (13.03486 53.26033),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Strelitz,Landkreise
